id,sprites,fr_name,en_name,jpn_name,health,type1,type2,speed,height_m,weight_kg,percentage_male,class,attack,defense,sp_attack,sp_defense,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,generation,is_legendary,level,trainer
315,315_EB.png,Rosélia,Roselia,Roselia????,50,grass,poison,65,0.3,2,50,Thorn Pokémon,60,45,100,80,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,400,150,1059860,3,0,,
316,316.png,Gloupti,Gulpin,Gokulin????,70,poison,,40,0.4,10.3,50,Stomach Pokémon,43,53,43,53,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,302,225,1640000,3,0,,
317,317.png,Avaltout,Swalot,Marunoom?????,100,poison,,55,1.7,80,50,Poison Bag Pokémon,73,83,73,83,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,467,75,1640000,3,0,,
318,318.png,Carvanha,Carvanha,Kibanha????,45,water,dark,65,0.8,20.8,50,Savage Pokémon,90,20,65,20,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,305,225,1250000,3,0,,
319,319.png;319_Méga.png,Sharpedo;Méga-Sharpedo,Sharpedo,Samehader?????,70,water,dark,105,1.8,88.8,50,Brutal Pokémon,140,70,110,65,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,35,560,60,1250000,3,0,,
320,320_EB.png,Wailmer,Wailmer,Hoeruko????,130,water,,60,2,130,50,Ball Whale Pokémon,70,35,70,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,400,125,1640000,3,0,,
321,321_EB.png,Wailord,Wailord,Whaloh?????,170,water,,60,14.5,398,50,Float Whale Pokémon,90,45,90,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,500,60,1640000,3,0,,
322,322.png,Chamallot,Numel,Donmel????,60,fire,ground,35,0.7,24,50,Numb Pokémon,60,40,65,45,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,305,255,1000000,3,0,,
323,323.png;323_Méga.png,Camérupt;Méga-Camérupt,Camerupt,Bakuuda????,70,fire,ground,20,1.9,220,50,Eruption Pokémon,120,100,145,105,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,5120,70,560,150,1000000,3,0,,
324,324_EB.png,Chartor,Torkoal,Cotoise????,70,fire,,20,0.5,80.4,50,Coal Pokémon,85,140,85,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,470,90,1000000,3,0,,
325,325.png,Spoink,Spoink,Baneboo????,60,psychic,,60,0.7,30.6,50,Bounce Pokémon,25,35,70,80,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,330,255,800000,3,0,,
326,326.png,Groret,Grumpig,Boopig?????,80,psychic,,80,0.9,71.5,50,Manipulate Pokémon,45,65,90,110,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,470,60,800000,3,0,,
327,327.png,Spinda,Spinda,Patcheel?????,60,normal,,60,1.1,5,50,Spot Panda Pokémon,60,60,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,360,255,800000,3,0,,
328,328_EB.png,Kraknoix,Trapinch,Nuckrar?????,45,ground,,10,0.7,15,50,Ant Pit Pokémon,100,45,45,45,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,290,255,1059860,3,0,,
329,329_EB.png,Vibraninf,Vibrava,Vibrava?????,50,ground,dragon,70,1.1,15.3,50,Vibration Pokémon,70,50,50,50,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,340,120,1059860,3,0,,
330,330_EB.png,Libégon,Flygon,Flygon?????,80,ground,dragon,100,2,82,50,Mystic Pokémon,100,80,80,80,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,5120,70,520,45,1059860,3,0,,
331,331.png,Cacnea,Cacnea,Sabonea????,50,grass,,35,0.4,51.3,50,Cactus Pokémon,85,40,85,40,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,35,335,190,1059860,3,0,,
332,332.png,Cacturne,Cacturne,Noctus????,70,grass,dark,55,1.3,77.4,50,Scarecrow Pokémon,115,60,115,60,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,5120,35,475,60,1059860,3,0,,
333,333.png,Tylton,Swablu,Tyltto????,45,normal,flying,50,0.4,1.2,50,Cotton Bird Pokémon,40,60,40,75,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,310,255,600000,3,0,,
334,334.png;334_Méga.png,Altaria;Méga-Altaria,Altaria,Tyltalis?????,75,dragon,flying,80,1.1,20.6,50,Humming Pokémon,110,110,110,105,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,590,45,600000,3,0,,
335,335.png,Mangriff,Zangoose,Zangoose?????,73,normal,,90,1.3,40.3,50,Cat Ferret Pokémon,115,60,60,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,458,90,600000,3,0,,
336,336.png,Séviper,Seviper,Habunake?????,73,poison,,65,2.7,52.5,50,Fang Snake Pokémon,100,60,100,60,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,458,90,1640000,3,0,,
337,337_EB.png,Séléroc,Lunatone,Lunatone?????,90,rock,psychic,70,1,168,,Meteorite Pokémon,55,65,95,85,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,800000,3,0,,
338,338_EB.png,Solaroc,Solrock,Solrock?????,90,rock,psychic,70,1.2,154,,Meteorite Pokémon,95,85,55,65,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,6400,70,460,45,800000,3,0,,
339,339_EB.png,Barloche,Barboach,Dojoach?????,50,water,ground,60,0.4,1.9,50,Whiskers Pokémon,48,43,46,41,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,288,190,1000000,3,0,,
340,340_EB.png,Barbicha,Whiscash,Namazun????,110,water,ground,60,0.9,23.6,50,Whiskers Pokémon,78,73,76,71,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,468,75,1000000,3,0,,
341,341_EB.png,Écrapince,Corphish,Heigani????,43,water,,35,0.6,11.5,50,Ruffian Pokémon,80,65,50,35,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,308,205,1640000,3,0,,
342,342_EB.png,Colhomard,Crawdaunt,Shizariger?????,63,water,dark,55,1.1,32.8,50,Rogue Pokémon,120,85,90,55,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,3840,70,468,155,1640000,3,0,,
343,343_EB.png,Balbuto,Baltoy,Yajilon????,40,ground,psychic,55,0.5,21.5,,Clay Doll Pokémon,40,55,40,70,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,300,255,1000000,3,0,,
344,344_EB.png,Kaorine,Claydol,Nendoll?????,60,ground,psychic,75,1.5,108,,Clay Doll Pokémon,70,105,70,120,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,5120,70,500,90,1000000,3,0,,
345,345.png,Lilia,Lileep,Lilyla????,66,rock,grass,23,1,23.8,88.1,Sea Lily Pokémon,41,77,61,87,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,355,45,600000,3,0,,
346,346.png,Vacilys,Cradily,Yuradle?????,86,rock,grass,43,1.5,60.4,88.1,Barnacle Pokémon,81,97,81,107,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,7680,70,495,45,600000,3,0,,
347,347.png,Anorith,Anorith,Anopth????,45,rock,bug,75,0.7,12.5,88.1,Old Shrimp Pokémon,95,50,40,50,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,355,45,600000,3,0,,
348,348.png,Armaldo,Armaldo,Armaldo?????,75,rock,bug,45,1.5,68.2,88.1,Plate Pokémon,125,100,70,80,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,7680,70,495,45,600000,3,0,,
349,349_EB.png,Barpau,Feebas,Hinbass????,20,water,,80,0.6,7.4,50,Fish Pokémon,15,20,10,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,200,255,600000,3,0,,
350,350_EB.png,Milobellus,Milotic,Milokaross?????,95,water,,81,6.2,162,50,Tender Pokémon,60,79,100,125,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,540,60,600000,3,0,,
351,351.png,Morphéo,Castform,Powalen????,70,normal,,70,0.3,0.8,50,Weather Pokémon,70,70,70,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,6400,70,420,45,1000000,3,0,,
352,352.png,Kecleon,Kecleon,Kakureon?????,60,normal,,40,1,22,50,Color Swap Pokémon,90,70,60,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,440,200,1059860,3,0,,
353,353.png,Polichombr,Shuppet,Kagebouzu?????,44,ghost,,45,0.6,2.3,50,Puppet Pokémon,75,35,63,33,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,225,800000,3,0,,
354,354.png;354_Méga.png,Branette;Méga-Branette,Banette,Juppeta?????,64,ghost,,75,1.1,12.5,50,Marionette Pokémon,165,75,93,83,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,555,45,800000,3,0,,
355,355_EB.png,Skelénox,Duskull,Yomawaru????,20,ghost,,25,0.8,15,50,Requiem Pokémon,40,90,30,90,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,295,190,800000,3,0,,
356,356_EB.png,Téraclope,Dusclops,Samayouru?????,40,ghost,,25,1.6,30.6,50,Beckon Pokémon,70,130,60,130,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,455,90,800000,3,0,,
357,357.png,Tropius,Tropius,Tropius?????,99,grass,flying,51,2,100,50,Fruit Pokémon,68,83,72,87,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,6400,70,460,200,1250000,3,0,,
358,358.png,Éoko,Chimecho,Chirean????,75,psychic,,65,0.6,1,50,Wind Chime Pokémon,50,80,95,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,455,45,800000,3,0,,
359,359.png;359_Méga.png,Absol;Méga-Absol,Absol,Absol????,65,dark,,115,1.2,47,50,Disaster Pokémon,150,60,115,60,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,35,565,30,1059860,3,0,,
360,360_EB.png,Okéoké,Wynaut,Sohnano????,95,psychic,,23,0.6,14,50,Bright Pokémon,23,48,23,48,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,260,125,1000000,3,0,,
361,361_EB.png,Stalgamin,Snorunt,Yukiwarashi?????,50,ice,,50,0.7,16.8,50,Snow Hat Pokémon,50,50,50,50,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,300,190,1000000,3,0,,
362,362_EB.png;362_Méga.png,Oniglali;Méga-Oniglali,Glalie,Onigohri?????,80,ice,,100,1.5,256.5,50,Face Pokémon,120,80,120,80,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,580,75,1000000,3,0,,
363,363.png,Obalie,Spheal,Tamazarashi?????,70,ice,water,25,0.8,39.5,50,Clap Pokémon,40,50,55,50,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,290,255,1059860,3,0,,
364,364.png,Phogleur,Sealeo,Todoggler?????,90,ice,water,45,1.1,87.6,50,Ball Roll Pokémon,60,70,75,70,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,410,120,1059860,3,0,,
365,365.png,Kaimorse,Walrein,Todoseruga?????,110,ice,water,65,1.4,150.6,50,Ice Break Pokémon,80,90,95,90,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,530,45,1059860,3,0,,
366,366.png,Coquiperl,Clamperl,Pearlulu????,35,water,,32,0.4,52.5,50,Bivalve Pokémon,64,85,74,55,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,345,255,600000,3,0,,
367,367.png,Serpang,Huntail,Huntail?????,55,water,,52,1.7,27,50,Deep Sea Pokémon,104,105,94,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,600000,3,0,,
368,368.png,Rosabyss,Gorebyss,Sakurabyss?????,55,water,,52,1.8,22.6,50,South Sea Pokémon,84,105,114,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,600000,3,0,,
369,369.png,Relicanth,Relicanth,Glanth?????,100,water,rock,55,1,23.4,88.1,Longevity Pokémon,90,130,45,65,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,1250000,3,0,,
370,370.png,Lovdisc,Luvdisc,Lovecus????,43,water,,97,0.6,8.7,24.6,Rendezvous Pokémon,30,55,40,65,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,225,800000,3,0,,
371,371.png,Draby,Bagon,Tatsubay????,45,dragon,,50,0.6,42.1,50,Rock Head Pokémon,75,60,40,30,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,1250000,3,0,,
372,372.png,Drackhaus,Shelgon,Komoruu????,65,dragon,,50,1.1,110.5,50,Endurance Pokémon,95,100,60,50,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,1250000,3,0,,
373,373.png;373_Méga.png,Drattak;Méga-Drattak,Salamence,Bohmander?????,95,dragon,flying,120,1.5,102.6,50,Dragon Pokémon,145,130,120,90,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,1250000,3,0,,
374,374.png,Terhal,Beldum,Dumbber????,40,steel,psychic,30,0.6,95.2,,Iron Ball Pokémon,55,80,35,60,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,300,3,1250000,3,0,,
375,375.png,Métang,Metang,Metang????,60,steel,psychic,50,1.2,202.5,,Iron Claw Pokémon,75,100,55,80,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,420,3,1250000,3,0,,
376,376.png;376_Méga.png,Métalosse;Méga-Métalosse,Metagross,Metagross?????,80,steel,psychic,110,1.6,550,,Iron Leg Pokémon,145,150,105,110,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,1250000,3,0,,
377,377.png,Regirock,Regirock,Regirock?????,80,rock,,50,1.7,230,,Rock Peak Pokémon,100,200,50,100,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,580,3,1250000,3,1,,
378,378.png,Regice,Regice,Regice?????,80,ice,,50,1.8,175,,Iceberg Pokémon,50,100,100,200,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,580,3,1250000,3,1,,
379,379.png,Registeel,Registeel,Registeel?????,80,steel,,50,1.9,205,,Iron Pokémon,75,150,75,150,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,580,3,1250000,3,1,,
380,380.png;380_Méga.png,Latias;Méga-Latias,Latias,Latias?????,80,dragon,psychic,110,1.4,40,0,Eon Pokémon,100,120,140,150,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,1250000,3,1,,
381,381.png;381_Méga.png,Latios;Méga-Latios,Latios,Latios?????,80,dragon,psychic,110,2,60,100,Eon Pokémon,130,100,160,120,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,1250000,3,1,,
382,382.png;382_Primo.png,Kyogre;Primo-Kyogre,Kyogre,Kyogre?????,100,water,,90,4.5,352,,Sea Basin Pokémon,150,90,180,160,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,770,3,1250000,3,1,,
383,383.png;383_Primo.png,Groudon;Primo-Groudon,Groudon,Groudon?????,100,ground,,90,3.5,950,,Continent Pokémon,180,160,150,90,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,770,3,1250000,3,1,,
384,384.png;384_Méga.png,Rayquaza;Méga-Rayquaza,Rayquaza,Rayquaza?????,105,dragon,flying,115,7,206.5,,Sky High Pokémon,180,100,180,100,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,780,45,1250000,3,1,,
385,385_EB.png,Jirachi,Jirachi,Jirachi????,100,steel,psychic,100,0.3,1.1,,Wish Pokémon,100,100,100,100,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,100,600,3,1250000,3,1,,
386,386.png;386_Attaque.png;386_Défense.png;386_Vitesse.png,"Deoxys (Forme de Base);""Deoxys (Forme Attaque)"";""Deoxys (Forme Défense)"";""Deoxys (Forme Vitesse)""",Deoxys,Deoxys?????,50,psychic,,180,1.7,60.8,,DNA Pokémon,95,90,95,90,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,1250000,3,1,,
387,387.png,Tortipouss,Turtwig,Naetle????,55,grass,,31,0.4,10.2,88.1,Tiny Leaf Pokémon,68,64,45,55,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,1059860,4,0,,
388,388.png,Boskara,Grotle,Hayashigame?????,75,grass,,36,1.1,97,88.1,Grove Pokémon,89,85,55,65,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,1059860,4,0,,
389,389.png,Torterra,Torterra,Dodaitose?????,95,grass,ground,56,2.2,310,88.1,Continent Pokémon,109,105,75,85,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,525,45,1059860,4,0,,
390,390.png,Ouisticram,Chimchar,Hikozaru????,44,fire,,61,0.5,6.2,88.1,Chimp Pokémon,58,44,58,44,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,1059860,4,0,,
391,391.png,Chimpenfeu,Monferno,Moukazaru?????,64,fire,fighting,81,0.9,22,88.1,Playful Pokémon,78,52,78,52,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,1059860,4,0,,
392,392.png,Simiabraz,Infernape,Goukazaru?????,76,fire,fighting,108,1.2,55,88.1,Flame Pokémon,104,71,104,71,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,534,45,1059860,4,0,,
393,393.png,Tiplouf,Piplup,Pochama?????,53,water,,40,0.4,5.2,88.1,Penguin Pokémon,51,53,61,56,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,1059860,4,0,,
394,394.png,Prinplouf,Prinplup,Pottaishi?????,64,water,,50,0.8,23,88.1,Penguin Pokémon,66,68,81,76,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,1059860,4,0,,
395,395.png,Pingoléon,Empoleon,Emperte?????,84,water,steel,60,1.7,84.5,88.1,Emperor Pokémon,86,88,111,101,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,530,45,1059860,4,0,,
396,396.png,Étourmi,Starly,Mukkuru????,40,normal,flying,60,0.3,2,50,Starling Pokémon,55,30,30,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,245,255,1059860,4,0,,
397,397.png,Étourvol,Staravia,Mukubird?????,55,normal,flying,80,0.6,15.5,50,Starling Pokémon,75,50,40,40,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,340,120,1059860,4,0,,
398,398.png,Étouraptor,Staraptor,Mukuhawk?????,85,normal,flying,100,1.2,24.9,50,Predator Pokémon,120,70,50,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,1059860,4,0,,
399,399.png,Keunotor,Bidoof,Bippa???,59,normal,,31,0.5,20,50,Plump Mouse Pokémon,45,40,35,40,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,1000000,4,0,,
400,400.png,Castorno,Bibarel,Beadaru????,79,normal,water,71,1,31.5,50,Beaver Pokémon,85,60,55,60,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,1000000,4,0,,
401,401.png,Crikzik,Kricketot,Korobohshi?????,37,bug,,25,0.3,2.2,50,Cricket Pokémon,25,41,25,41,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,194,255,1059860,4,0,,
402,402.png,Mélokrik,Kricketune,Korotock?????,77,bug,,65,1,25.5,50,Cricket Pokémon,85,51,55,51,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,384,45,1059860,4,0,,
403,403.png,Lixy,Shinx,Kolink????,45,electric,,45,0.5,9.5,50,Flash Pokémon,65,34,40,34,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,1059860,4,0,,
404,404.png,Luxio,Luxio,Luxio????,60,electric,,60,0.9,30.5,50,Spark Pokémon,85,49,60,49,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,1059860,4,0,,
405,405.png,Luxray,Luxray,Rentorar?????,80,electric,,70,1.4,42,50,Gleam Eyes Pokémon,120,79,95,79,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,1059860,4,0,,
406,406_EB.png,Rozbouton,Budew,Subomie????,40,grass,poison,55,0.2,1.2,50,Bud Pokémon,30,35,50,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,1059860,4,0,,
407,407_EB.png,Roserade,Roserade,Roserade?????,60,grass,poison,90,0.9,14.5,50,Bouquet Pokémon,70,65,125,105,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,1059860,4,0,,
408,408.png,Kranidos,Cranidos,Zugaidos?????,67,rock,,58,0.9,31.5,88.1,Head Butt Pokémon,125,40,30,30,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,350,45,600000,4,0,,
409,409.png,Charkos,Rampardos,Rampald?????,97,rock,,58,1.6,102.5,88.1,Head Butt Pokémon,165,60,65,50,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,495,45,600000,4,0,,
410,410.png,Dinoclier,Shieldon,Tatetops?????,30,rock,steel,30,0.5,57,88.1,Shield Pokémon,42,118,42,88,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,350,45,600000,4,0,,
411,411.png,Bastiodon,Bastiodon,Torideps?????,60,rock,steel,30,1.3,149.5,88.1,Shield Pokémon,52,168,47,138,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,495,45,600000,4,0,,
412,412_Plante.png,Cheniti,Burmy,Minomucchi?????,40,bug,,36,0.2,3.4,50,Bagworm Pokémon,29,45,29,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,224,120,1000000,4,0,,
413,413_Plante.png;413_Sable.png;413_Déchet.png,"Cheniselle (Cape Plante);""Cheniselle (Cape Sol)"";""Cheniselle (Cape Déchet)""",Wormadam,Minomadam (kusaki No Mino)?????,60,bug,grass,36,0.5,6.5,0,Bagworm Pokémon,69,95,69,95,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,1000000,4,0,,
414,414.png,Papilord,Mothim,Gamale?????,70,bug,flying,66,0.9,23.3,100,Moth Pokémon,94,50,94,50,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,424,45,1000000,4,0,,
415,415_EB.png,Apitrini,Combee,Mitsuhoney?????,30,bug,flying,70,0.3,5.5,88.1,Tiny Bee Pokémon,30,42,30,42,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,244,120,1059860,4,0,,
416,416_EB.png,Apireine,Vespiquen,Beequen?????,70,bug,flying,40,1.2,38.5,0,Beehive Pokémon,80,102,80,102,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,474,45,1059860,4,0,,
417,417.png,Pachirisu,Pachirisu,Pachirisu????,60,electric,,95,0.4,3.9,50,EleSquirrel Pokémon,45,70,45,90,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,1000000,4,0,,
418,418.png,Mustébouée,Buizel,Buoysel????,55,water,,85,0.7,29.5,50,Sea Weasel Pokémon,65,35,60,30,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,1000000,4,0,,
419,419.png,Mustéflott,Floatzel,Floazel?????,85,water,,115,1.1,33.5,50,Sea Weasel Pokémon,105,55,85,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,495,75,1000000,4,0,,
420,420_EB.png,Ceribou,Cherubi,Cherinbo?????,45,grass,,35,0.4,3.3,50,Cherry Pokémon,35,45,62,53,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,275,190,1000000,4,0,,
421,421_Couvert_EB.png,Ceriflor,Cherrim,Cherrim????,70,grass,,85,0.5,9.3,50,Blossom Pokémon,60,70,87,78,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,450,75,1000000,4,0,,
